Natural Electric LLC,,,,
Transaction Report,,,,
All Dates,,,,

,Account,Date,Transaction type,Amount
,51400 Job Materials Purchased,03/19/2020,Bill,$73.61
,51400 Job Materials Purchased,03/20/2020,Bill,"$1,103.09"
,51400 Job Materials Purchased,03/24/2020,Bill,$135.56
,51400 Job Materials Purchased,03/24/2020,Bill,$229.27
,51400 Job Materials Purchased,03/24/2020,Bill,$431.57
,51400 Job Materials Purchased,03/25/2020,Bill,$85.52
,51400 Job Materials Purchased,03/27/2020,Bill,$277.27
,51400 Job Materials Purchased,03/31/2020,Bill,$245.21
,51400 Job Materials Purchased,03/31/2020,Bill,$504.83
,51400 Job Materials Purchased,04/01/2020,Bill,$618.34
,51400 Job Materials Purchased,04/01/2020,Bill,$66.96
,51400 Job Materials Purchased,04/01/2020,Bill,$59.19
,51400 Job Materials Purchased,04/01/2020,Expense,$16.10
,51400 Job Materials Purchased,04/02/2020,Vendor Credit,-$4.23
,51400 Job Materials Purchased,04/09/2020,Bill,$13.58
,51400 Job Materials Purchased,04/09/2020,Bill,"$3,260.83"
,51400 Job Materials Purchased,04/13/2020,Bill,$291.93
,51400 Job Materials Purchased,04/15/2020,Bill,"$2,897.49"
,51400 Job Materials Purchased,04/15/2020,Bill,$718.72
,51400 Job Materials Purchased,04/15/2020,Bill,$7.31
,51400 Job Materials Purchased,04/16/2020,Bill,$62.14
,51400 Job Materials Purchased,04/16/2020,Bill,$29.46
,51400 Job Materials Purchased,04/20/2020,Bill,"$1,937.24"
,51400 Job Materials Purchased,04/20/2020,Bill,"$1,669.95"
,51400 Job Materials Purchased,04/20/2020,Bill,$913.75
,51400 Job Materials Purchased,04/20/2020,Bill,$155.81
,51400 Job Materials Purchased,04/20/2020,Bill,"$6,196.50"
,51400 Job Materials Purchased,04/20/2020,Vendor Credit,"-$9,356.32"
,51400 Job Materials Purchased,04/21/2020,Bill,$128.34
,51400 Job Materials Purchased,04/22/2020,Bill,$21.61
,51400 Job Materials Purchased,04/23/2020,Bill,$96.03
,51400 Job Materials Purchased,04/24/2020,Bill,$116.81
,51400 Job Materials Purchased,04/27/2020,Bill,$536.19
,51400 Job Materials Purchased,04/27/2020,Bill,"$1,304.41"
,51400 Job Materials Purchased,04/28/2020,Bill,$163.56
,51400 Job Materials Purchased,04/28/2020,Bill,$15.39
,51400 Job Materials Purchased,04/28/2020,Bill,$92.65
,51400 Job Materials Purchased,04/29/2020,Bill,$273.99
,51400 Job Materials Purchased,04/29/2020,Bill,$382.72
,51400 Job Materials Purchased,04/30/2020,Bill,$72.01
,51400 Job Materials Purchased,04/30/2020,Bill,$84.32
,51400 Job Materials Purchased,05/01/2020,Bill,$283.64
,51400 Job Materials Purchased,05/04/2020,Expense,$42.97
,51400 Job Materials Purchased,05/05/2020,Bill,"$1,870.85"
,51400 Job Materials Purchased,05/05/2020,Bill,$130.96
,51400 Job Materials Purchased,05/06/2020,Expense,$10.68
,51400 Job Materials Purchased,05/07/2020,Expense,$4.25
,51400 Job Materials Purchased,05/11/2020,Expense,$4.28
,51400 Job Materials Purchased,05/11/2020,Bill,$674.10
,51400 Job Materials Purchased,05/12/2020,Bill,$107.53
,51400 Job Materials Purchased,05/13/2020,Expense,$37.55
,51400 Job Materials Purchased,05/13/2020,Bill,$251.95
,51400 Job Materials Purchased,05/13/2020,Bill,$131.54
,51400 Job Materials Purchased,05/14/2020,Bill,$950.90
,51400 Job Materials Purchased,05/14/2020,Bill,$36.43
,51400 Job Materials Purchased,05/14/2020,Bill,$108.54
,51400 Job Materials Purchased,05/15/2020,Bill,"$9,356.32"
,51400 Job Materials Purchased,05/18/2020,Expense,$64.82
,51400 Job Materials Purchased,05/18/2020,Bill,$25.51
,51400 Job Materials Purchased,05/19/2020,Expense,$38.23
,51400 Job Materials Purchased,05/20/2020,Bill,$726.79
,51400 Job Materials Purchased,05/20/2020,Bill,"$2,159.99"
,51400 Job Materials Purchased,05/20/2020,Bill,$78.68
,51400 Job Materials Purchased,05/20/2020,Bill,"$3,045.93"
,51400 Job Materials Purchased,05/20/2020,Bill,$440.67
,51400 Job Materials Purchased,05/26/2020,Bill,"$2,549.38"
,51400 Job Materials Purchased,05/26/2020,Bill,$100.78
,51400 Job Materials Purchased,05/26/2020,Bill,$47.28
,51400 Job Materials Purchased,05/26/2020,Bill,$47.09
,51400 Job Materials Purchased,05/27/2020,Expense,$52.79
,51400 Job Materials Purchased,05/28/2020,Bill,"$1,227.20"
,51400 Job Materials Purchased,05/28/2020,Expense,$23.62
,51400 Job Materials Purchased,05/29/2020,Bill,$293.01
,51400 Job Materials Purchased,06/01/2020,Bill,"$16,792.38"
,51400 Job Materials Purchased,06/02/2020,Bill,$148.44
,51400 Job Materials Purchased,06/03/2020,Bill,"$3,065.21"
,51400 Job Materials Purchased,06/03/2020,Bill,$421.57
,51400 Job Materials Purchased,06/08/2020,Bill,$178.21
,51400 Job Materials Purchased,06/08/2020,Expense,$108.38
,51400 Job Materials Purchased,06/10/2020,Bill,$634.83
,51400 Job Materials Purchased,06/10/2020,Bill,$38.27
,51400 Job Materials Purchased,06/12/2020,Bill,$1.69
,51400 Job Materials Purchased,06/15/2020,Bill,$41.04
,51400 Job Materials Purchased,06/17/2020,Expense,$28.21
,51400 Job Materials Purchased,06/17/2020,Bill,$135.07
,51400 Job Materials Purchased,06/18/2020,Bill,$13.45
,51400 Job Materials Purchased,06/22/2020,Bill,$463.35
,51400 Job Materials Purchased,06/23/2020,Expense,$7.68
,51400 Job Materials Purchased,06/24/2020,Bill,$881.49
,51400 Job Materials Purchased,06/24/2020,Bill,$170.52
,51400 Job Materials Purchased,06/24/2020,Bill,$580.59
,51400 Job Materials Purchased,06/25/2020,Bill,"$3,316.42"
,51400 Job Materials Purchased,06/25/2020,Expense,$35.36
,51400 Job Materials Purchased,06/25/2020,Bill,$95.07
,51400 Job Materials Purchased,06/25/2020,Bill,$12.14
,51400 Job Materials Purchased,06/25/2020,Bill,$366.00
,51400 Job Materials Purchased,06/26/2020,Expense,$26.85
,51400 Job Materials Purchased,06/30/2020,Expense,$53.03
,51400 Job Materials Purchased,07/01/2020,Bill,$653.56
,51400 Job Materials Purchased,07/01/2020,Bill,"$2,447.82"
,51400 Job Materials Purchased,07/01/2020,Bill,$33.16
,51400 Job Materials Purchased,07/01/2020,Bill,$214.99
,51400 Job Materials Purchased,07/01/2020,Bill,"$6,285.54"
,51400 Job Materials Purchased,07/01/2020,Expense,$42.14
,51400 Job Materials Purchased,07/02/2020,Bill,$243.38
,51400 Job Materials Purchased,07/02/2020,Expense,$41.66
,51400 Job Materials Purchased,07/02/2020,Expense,$64.96
,51400 Job Materials Purchased,07/03/2020,Expense,$19.25
,51400 Job Materials Purchased,07/03/2020,Expense,$47.89
,51400 Job Materials Purchased,07/06/2020,Expense,$14.19
,51400 Job Materials Purchased,07/06/2020,Expense,$42.77
,51400 Job Materials Purchased,07/07/2020,Bill,$402.69
,51400 Job Materials Purchased,07/07/2020,Expense,$7.16
,51400 Job Materials Purchased,07/07/2020,Expense,$35.80
,51400 Job Materials Purchased,07/08/2020,Expense,$4.17
,51400 Job Materials Purchased,07/09/2020,Bill,$422.31
,51400 Job Materials Purchased,07/09/2020,Expense,$26.10
,51400 Job Materials Purchased,07/11/2020,Expense,$24.02
,51400 Job Materials Purchased,07/13/2020,Bill,"$1,227.00"
,51400 Job Materials Purchased,07/13/2020,Expense,$24.60
,51400 Job Materials Purchased,07/13/2020,Expense,$37.78
,51400 Job Materials Purchased,07/14/2020,Bill,$39.22
,51400 Job Materials Purchased,07/14/2020,Expense,$5.94
,51400 Job Materials Purchased,07/14/2020,Expense,$8.52
,51400 Job Materials Purchased,07/14/2020,Expense,$14.81
,51400 Job Materials Purchased,07/15/2020,Bill,$240.56
,51400 Job Materials Purchased,07/15/2020,Bill,"$18,567.12"
,51400 Job Materials Purchased,07/15/2020,Expense,$0.68
,51400 Job Materials Purchased,07/15/2020,Expense,$1.06
,51400 Job Materials Purchased,07/15/2020,Expense,$2.26
,51400 Job Materials Purchased,07/15/2020,Expense,$28.17
,51400 Job Materials Purchased,07/16/2020,Bill,$553.31
,51400 Job Materials Purchased,07/16/2020,Bill,$24.97
,51400 Job Materials Purchased,07/16/2020,Bill,$62.12
,51400 Job Materials Purchased,07/16/2020,Bill,$57.71
,51400 Job Materials Purchased,07/17/2020,Bill,$35.53
,51400 Job Materials Purchased,07/20/2020,Bill,$12.56
,51400 Job Materials Purchased,07/20/2020,Bill,$777.42
,51400 Job Materials Purchased,07/20/2020,Vendor Credit,"-$7,634.15"
,51400 Job Materials Purchased,07/20/2020,Expense,$25.74
,51400 Job Materials Purchased,07/21/2020,Expense,$11.38
,51400 Job Materials Purchased,07/21/2020,Expense,$86.84
,51400 Job Materials Purchased,07/22/2020,Bill,$428.00
,51400 Job Materials Purchased,07/22/2020,Bill,$43.95
,51400 Job Materials Purchased,07/22/2020,Bill,$60.33
,51400 Job Materials Purchased,07/22/2020,Expense,$19.39
,51400 Job Materials Purchased,07/22/2020,Expense,$20.39
,51400 Job Materials Purchased,07/23/2020,Bill,$8.84
,51400 Job Materials Purchased,07/23/2020,Bill,$115.75
,51400 Job Materials Purchased,07/24/2020,Expense,$39.52
,51400 Job Materials Purchased,07/28/2020,Bill,$9.31
,51400 Job Materials Purchased,07/28/2020,Bill,$21.67
,51400 Job Materials Purchased,07/28/2020,Bill,$1.52
,51400 Job Materials Purchased,07/28/2020,Bill,$1.16
,51400 Job Materials Purchased,07/28/2020,Bill,$11.24
,51400 Job Materials Purchased,07/28/2020,Bill,$3.80
,51400 Job Materials Purchased,07/28/2020,Bill,$3.66
,51400 Job Materials Purchased,07/29/2020,Expense,$21.10
,51400 Job Materials Purchased,07/29/2020,Expense,$40.76
,51400 Job Materials Purchased,07/30/2020,Bill,$12.79
,51400 Job Materials Purchased,07/30/2020,Bill,$0.00
,51400 Job Materials Purchased,07/30/2020,Bill,$48.58
,51400 Job Materials Purchased,07/30/2020,Bill,$9.89
,51400 Job Materials Purchased,07/30/2020,Bill,$4.00
,51400 Job Materials Purchased,07/30/2020,Bill,$33.70
,51400 Job Materials Purchased,07/30/2020,Bill,$3.66
,51400 Job Materials Purchased,07/30/2020,Bill,$8.45
,51400 Job Materials Purchased,07/30/2020,Expense,$4.79
,51400 Job Materials Purchased,07/31/2020,Expense,$2.74
,51400 Job Materials Purchased,08/01/2020,Bill,$59.18
,51400 Job Materials Purchased,08/01/2020,Bill,$23.19
,51400 Job Materials Purchased,08/03/2020,Bill,$44.61
,51400 Job Materials Purchased,08/03/2020,Bill,"$1,553.93"
,51400 Job Materials Purchased,08/03/2020,Expense,$105.56
,51400 Job Materials Purchased,08/04/2020,Bill,$5.32
,51400 Job Materials Purchased,08/04/2020,Expense,$7.40
,51400 Job Materials Purchased,08/04/2020,Expense,$11.92
,51400 Job Materials Purchased,08/05/2020,Expense,$54.36
,51400 Job Materials Purchased,08/06/2020,Bill,$0.00
,51400 Job Materials Purchased,08/06/2020,Bill,$0.00
,51400 Job Materials Purchased,08/06/2020,Bill,$0.00
,51400 Job Materials Purchased,08/06/2020,Bill,$0.00
,51400 Job Materials Purchased,08/06/2020,Bill,$0.00
,51400 Job Materials Purchased,08/06/2020,Bill,"$1,230.00"
,51400 Job Materials Purchased,08/06/2020,Bill,$0.00
,51400 Job Materials Purchased,08/06/2020,Bill,$86.10
,51400 Job Materials Purchased,08/06/2020,Bill,$274.59
,51400 Job Materials Purchased,08/10/2020,Bill,$303.58
,51400 Job Materials Purchased,08/10/2020,Bill,$149.16
,51400 Job Materials Purchased,08/10/2020,Expense,$42.64
,51400 Job Materials Purchased,08/11/2020,Bill,$127.92
,51400 Job Materials Purchased,08/11/2020,Bill,$181.84
,51400 Job Materials Purchased,08/11/2020,Bill,$227.63
,51400 Job Materials Purchased,08/13/2020,Bill,$97.47
,51400 Job Materials Purchased,08/13/2020,Bill,$6.83
,51400 Job Materials Purchased,08/17/2020,Bill,$37.57
,51400 Job Materials Purchased,08/17/2020,Bill,$7.80
,51400 Job Materials Purchased,08/17/2020,Expense,$7.99
,51400 Job Materials Purchased,08/18/2020,Bill,$38.66
,51400 Job Materials Purchased,08/18/2020,Bill,$2.71
,51400 Job Materials Purchased,08/18/2020,Bill,$149.16
,51400 Job Materials Purchased,08/18/2020,Bill,$416.23
,51400 Job Materials Purchased,08/19/2020,Bill,$63.39
,51400 Job Materials Purchased,08/20/2020,Bill,$1.55
,51400 Job Materials Purchased,08/20/2020,Expense,"$1,194.01"
,51400 Job Materials Purchased,08/24/2020,Expense,$65.70
,51400 Job Materials Purchased,08/25/2020,Bill,$79.61
,51400 Job Materials Purchased,08/25/2020,Expense,$3.20
,51400 Job Materials Purchased,08/26/2020,Expense,$3.58
,51400 Job Materials Purchased,08/26/2020,Expense,$231.84
,51400 Job Materials Purchased,08/27/2020,Expense,"$1,423.10"
,51400 Job Materials Purchased,08/27/2020,Expense,$374.78
,51400 Job Materials Purchased,08/28/2020,Expense,$280.34
,51400 Job Materials Purchased,08/28/2020,Bill,$101.37
,51400 Job Materials Purchased,08/28/2020,Bill,$15.31
,51400 Job Materials Purchased,08/31/2020,Expense,$954.37
,51400 Job Materials Purchased,08/31/2020,Expense,$5.47
,51400 Job Materials Purchased,08/31/2020,Expense,$5.47
,51400 Job Materials Purchased,08/31/2020,Expense,$32.14
,51400 Job Materials Purchased,09/01/2020,Expense,$447.91
,51400 Job Materials Purchased,09/01/2020,Expense,$65.98
,51400 Job Materials Purchased,09/01/2020,Expense,$11.23
,51400 Job Materials Purchased,09/01/2020,Expense,$24.46
,51400 Job Materials Purchased,09/01/2020,Expense,$24.61
,51400 Job Materials Purchased,09/02/2020,Bill,$2.71
,51400 Job Materials Purchased,09/02/2020,Expense,$314.33
,51400 Job Materials Purchased,09/03/2020,Expense,$829.25
,51400 Job Materials Purchased,09/03/2020,Expense,$13.85
,51400 Job Materials Purchased,09/04/2020,Expense,$601.21
,51400 Job Materials Purchased,09/04/2020,Expense,$15.16
,51400 Job Materials Purchased,09/08/2020,Expense,$10.03
,51400 Job Materials Purchased,09/08/2020,Expense,$63.08
,51400 Job Materials Purchased,09/09/2020,Expense,$59.90
,51400 Job Materials Purchased,09/10/2020,Expense,$17.10
,51400 Job Materials Purchased,09/18/2020,Bill,$11.30
,51400 Job Materials Purchased,09/21/2020,Bill,$273.45
,51400 Job Materials Purchased,09/21/2020,Expense,$290.00
,51400 Job Materials Purchased,09/22/2020,Bill,$425.70
,51400 Job Materials Purchased,09/23/2020,Bill,$5.44
,51400 Job Materials Purchased,09/24/2020,Expense,$14.44
,51400 Job Materials Purchased,09/28/2020,Vendor Credit,"-$1,076.93"
,51400 Job Materials Purchased,09/29/2020,Vendor Credit,-$107.48
,51400 Job Materials Purchased,09/29/2020,Vendor Credit,-$441.48
,51400 Job Materials Purchased,10/09/2020,Bill,$23.34
,51400 Job Materials Purchased,01/14/2022,Vendor Credit,-$74.58
Total for 51400 Job Materials Purchased,,,,"$246,049.05"
50800 Equipment Rental for Jobs,,,,
,50800 Equipment Rental for Jobs,04/10/2019,Bill,"$2,201.66"
,50800 Equipment Rental for Jobs,04/11/2019,Bill,$761.28
,50800 Equipment Rental for Jobs,05/06/2019,Bill,$296.51
,50800 Equipment Rental for Jobs,05/06/2020,Bill,$583.58
,50800 Equipment Rental for Jobs,08/03/2020,Bill,$338.52
Total for 50800 Equipment Rental for Jobs,,,,"$4,181.55"
53600 Subcontractors Expense,,,,
,53600 Subcontractors Expense,01/15/2020,Bill,"$11,242.50"
,53600 Subcontractors Expense,03/12/2020,Bill,"$4,381.63"
,53600 Subcontractors Expense,03/12/2020,Bill,$327.25
,53600 Subcontractors Expense,03/12/2020,Bill,"$1,984.25"
,53600 Subcontractors Expense,03/12/2020,Bill,$847.00
,53600 Subcontractors Expense,03/16/2020,Bill,"$11,242.50"
,53600 Subcontractors Expense,04/15/2020,Bill,"$15,739.50"
,53600 Subcontractors Expense,07/22/2020,Expense,"$1,850.00"
,53600 Subcontractors Expense,11/09/2020,Bill,"$1,000.00"
,53600 Subcontractors Expense,12/03/2020,Expense,"$2,833.70"
,53600 Subcontractors Expense,12/31/2020,Vendor Credit,"-$3,822.45"
,53600 Subcontractors Expense,09/11/2021,Expense,$274.66
Total for 53600 Subcontractors Expense,,,,"$47,900.54"
PT Casual Labor,,,,
,PT Casual Labor,06/29/2020,Expense,$333.00
,PT Casual Labor,07/01/2020,Expense,$307.40
Total for PT Casual Labor,,,,$640.40
,,,,"$298,771.54"

"Accrual Basis Monday, October 14, 2024 01:55 AM GMTZ",,,,
