Natural Electric LLC,,,,
Transaction Report,,,,
All Dates,,,,

,Account,Date,Transaction type,Amount
,51400 Job Materials Purchased,09/25/2020,Bill,$85.56
,51400 Job Materials Purchased,09/25/2020,Bill,$85.56
,51400 Job Materials Purchased,09/25/2020,Bill,$144.45
,51400 Job Materials Purchased,09/28/2020,Bill,$9.13
,51400 Job Materials Purchased,09/28/2020,Bill,$31.45
,51400 Job Materials Purchased,09/28/2020,Bill,$108.36
,51400 Job Materials Purchased,09/28/2020,Bill,$737.18
,51400 Job Materials Purchased,09/28/2020,Bill,$456.24
,51400 Job Materials Purchased,09/28/2020,Bill,$41.97
,51400 Job Materials Purchased,09/28/2020,Bill,$129.94
,51400 Job Materials Purchased,09/28/2020,Bill,"$1,157.81"
,51400 Job Materials Purchased,09/29/2020,Bill,$700.35
,51400 Job Materials Purchased,09/29/2020,Vendor Credit,-$96.33
,51400 Job Materials Purchased,09/30/2020,Bill,$5.35
,51400 Job Materials Purchased,09/30/2020,Bill,$332.36
,51400 Job Materials Purchased,10/01/2020,Bill,$888.96
,51400 Job Materials Purchased,10/01/2020,Bill,$174.58
,51400 Job Materials Purchased,10/01/2020,Bill,$137.45
,51400 Job Materials Purchased,10/01/2020,Expense,$22.45
,51400 Job Materials Purchased,10/02/2020,Bill,$9.18
,51400 Job Materials Purchased,10/06/2020,Bill,$71.68
,51400 Job Materials Purchased,10/06/2020,Bill,$202.91
,51400 Job Materials Purchased,10/06/2020,Expense,$42.76
,51400 Job Materials Purchased,10/06/2020,Expense,$16.39
,51400 Job Materials Purchased,10/07/2020,Bill,$148.47
,51400 Job Materials Purchased,10/07/2020,Bill,$598.97
,51400 Job Materials Purchased,10/08/2020,Bill,$174.07
,51400 Job Materials Purchased,10/08/2020,Bill,"$1,923.31"
,51400 Job Materials Purchased,10/12/2020,Bill,$237.11
,51400 Job Materials Purchased,10/12/2020,Bill,$184.70
,51400 Job Materials Purchased,10/12/2020,Expense,$14.13
,51400 Job Materials Purchased,10/13/2020,Bill,$140.79
,51400 Job Materials Purchased,10/13/2020,Expense,$2.83
,51400 Job Materials Purchased,10/15/2020,Bill,$46.53
,51400 Job Materials Purchased,10/16/2020,Bill,"$1,240.39"
,51400 Job Materials Purchased,10/16/2020,Bill,$68.44
,51400 Job Materials Purchased,10/19/2020,Bill,$166.55
,51400 Job Materials Purchased,10/21/2020,Bill,"$1,707.65"
,51400 Job Materials Purchased,10/21/2020,Bill,$324.15
,51400 Job Materials Purchased,10/21/2020,Bill,$74.81
,51400 Job Materials Purchased,10/21/2020,Expense,$76.27
,51400 Job Materials Purchased,10/22/2020,Bill,$92.44
,51400 Job Materials Purchased,10/22/2020,Bill,$215.13
,51400 Job Materials Purchased,10/23/2020,Bill,$729.71
,51400 Job Materials Purchased,10/23/2020,Bill,$507.52
,51400 Job Materials Purchased,10/26/2020,Bill,$65.03
,51400 Job Materials Purchased,10/26/2020,Bill,"$2,189.12"
,51400 Job Materials Purchased,10/26/2020,Bill,"$1,342.57"
,51400 Job Materials Purchased,10/26/2020,Bill,$506.72
,51400 Job Materials Purchased,10/26/2020,Bill,$62.58
,51400 Job Materials Purchased,10/28/2020,Bill,$55.63
,51400 Job Materials Purchased,10/28/2020,Bill,"$1,728.64"
,51400 Job Materials Purchased,10/28/2020,Bill,"$1,192.54"
,51400 Job Materials Purchased,10/29/2020,Bill,$558.74
,51400 Job Materials Purchased,11/02/2020,Bill,$697.65
,51400 Job Materials Purchased,11/02/2020,Bill,"$1,253.16"
,51400 Job Materials Purchased,11/02/2020,Bill,"$2,749.63"
,51400 Job Materials Purchased,11/02/2020,Bill,"$6,221.17"
,51400 Job Materials Purchased,11/02/2020,Expense,$54.17
,51400 Job Materials Purchased,11/02/2020,Expense,$80.07
,51400 Job Materials Purchased,11/03/2020,Bill,$164.48
,51400 Job Materials Purchased,11/03/2020,Bill,$40.86
,51400 Job Materials Purchased,11/03/2020,Bill,$93.46
,51400 Job Materials Purchased,11/03/2020,Bill,$177.15
,51400 Job Materials Purchased,11/03/2020,Bill,$505.23
,51400 Job Materials Purchased,11/03/2020,Expense,$28.47
,51400 Job Materials Purchased,11/04/2020,Bill,$13.69
,51400 Job Materials Purchased,11/04/2020,Bill,$136.49
,51400 Job Materials Purchased,11/04/2020,Bill,$17.61
,51400 Job Materials Purchased,11/04/2020,Bill,$27.99
,51400 Job Materials Purchased,11/04/2020,Bill,$107.70
,51400 Job Materials Purchased,11/05/2020,Bill,$188.46
,51400 Job Materials Purchased,11/05/2020,Bill,"$2,203.56"
,51400 Job Materials Purchased,11/05/2020,Bill,$505.23
,51400 Job Materials Purchased,11/05/2020,Bill,$66.50
,51400 Job Materials Purchased,11/05/2020,Expense,$15.25
,51400 Job Materials Purchased,11/10/2020,Bill,"$1,010.47"
,51400 Job Materials Purchased,11/10/2020,Bill,$558.49
,51400 Job Materials Purchased,11/10/2020,Expense,$110.27
,51400 Job Materials Purchased,11/11/2020,Bill,$84.52
,51400 Job Materials Purchased,11/11/2020,Bill,$17.12
,51400 Job Materials Purchased,11/12/2020,Bill,$589.45
,51400 Job Materials Purchased,11/16/2020,Bill,$20.54
,51400 Job Materials Purchased,11/16/2020,Bill,"$1,077.12"
,51400 Job Materials Purchased,11/16/2020,Bill,$33.00
,51400 Job Materials Purchased,11/16/2020,Bill,$156.59
,51400 Job Materials Purchased,11/16/2020,Bill,$13.24
,51400 Job Materials Purchased,11/17/2020,Bill,$9.66
,51400 Job Materials Purchased,11/17/2020,Bill,$106.49
,51400 Job Materials Purchased,11/18/2020,Bill,$664.20
,51400 Job Materials Purchased,11/18/2020,Bill,$80.86
,51400 Job Materials Purchased,11/18/2020,Expense,$26.84
,51400 Job Materials Purchased,11/19/2020,Bill,$28.92
,51400 Job Materials Purchased,11/19/2020,Bill,$6.99
,51400 Job Materials Purchased,11/23/2020,Bill,$449.34
,51400 Job Materials Purchased,11/23/2020,Vendor Credit,-$121.11
,51400 Job Materials Purchased,11/24/2020,Bill,$72.75
,51400 Job Materials Purchased,11/24/2020,Bill,$88.67
,51400 Job Materials Purchased,11/25/2020,Expense,$94.37
,51400 Job Materials Purchased,11/27/2020,Bill,"$4,389.75"
,51400 Job Materials Purchased,11/30/2020,Bill,"$2,735.87"
,51400 Job Materials Purchased,11/30/2020,Bill,$48.25
,51400 Job Materials Purchased,11/30/2020,Expense,$38.38
,51400 Job Materials Purchased,12/01/2020,Bill,$160.41
,51400 Job Materials Purchased,12/01/2020,Bill,$464.42
,51400 Job Materials Purchased,12/01/2020,Bill,"$1,226.34"
,51400 Job Materials Purchased,12/02/2020,Bill,$620.55
,51400 Job Materials Purchased,12/02/2020,Bill,$158.05
,51400 Job Materials Purchased,12/02/2020,Bill,$640.97
,51400 Job Materials Purchased,12/02/2020,Bill,$171.38
,51400 Job Materials Purchased,12/02/2020,Expense,$45.44
,51400 Job Materials Purchased,12/03/2020,Bill,$27.20
,51400 Job Materials Purchased,12/03/2020,Bill,"$1,010.47"
,51400 Job Materials Purchased,12/03/2020,Bill,"$11,140.39"
,51400 Job Materials Purchased,12/03/2020,Bill,$79.67
,51400 Job Materials Purchased,12/03/2020,Expense,$8.99
,51400 Job Materials Purchased,12/03/2020,Vendor Credit,-$455.24
,51400 Job Materials Purchased,12/07/2020,Bill,$0.56
,51400 Job Materials Purchased,12/07/2020,Bill,$89.88
,51400 Job Materials Purchased,12/07/2020,Bill,$354.90
,51400 Job Materials Purchased,12/07/2020,Expense,$65.47
,51400 Job Materials Purchased,12/07/2020,Expense,$41.27
,51400 Job Materials Purchased,12/07/2020,Expense,$5.49
,51400 Job Materials Purchased,12/08/2020,Bill,$175.48
,51400 Job Materials Purchased,12/08/2020,Bill,"$4,706.98"
,51400 Job Materials Purchased,12/08/2020,Bill,$163.96
,51400 Job Materials Purchased,12/09/2020,Bill,$530.46
,51400 Job Materials Purchased,12/10/2020,Bill,$175.48
,51400 Job Materials Purchased,12/10/2020,Bill,$73.34
,51400 Job Materials Purchased,12/10/2020,Bill,$154.57
,51400 Job Materials Purchased,12/14/2020,Bill,$128.81
,51400 Job Materials Purchased,12/14/2020,Bill,$520.78
,51400 Job Materials Purchased,12/14/2020,Bill,$100.92
,51400 Job Materials Purchased,12/15/2020,Bill,$763.38
,51400 Job Materials Purchased,12/15/2020,Bill,$178.32
,51400 Job Materials Purchased,12/15/2020,Bill,$26.46
,51400 Job Materials Purchased,12/15/2020,Bill,$378.30
,51400 Job Materials Purchased,12/16/2020,Bill,$207.07
,51400 Job Materials Purchased,12/16/2020,Bill,$134.52
,51400 Job Materials Purchased,12/17/2020,Bill,$458.94
,51400 Job Materials Purchased,12/21/2020,Bill,$525.31
,51400 Job Materials Purchased,12/22/2020,Bill,$578.75
,51400 Job Materials Purchased,12/22/2020,Bill,$120.17
,51400 Job Materials Purchased,12/23/2020,Bill,$613.60
,51400 Job Materials Purchased,12/29/2020,Bill,"$2,393.55"
,51400 Job Materials Purchased,12/29/2020,Bill,"$1,283.99"
,51400 Job Materials Purchased,12/29/2020,Bill,$198.09
,51400 Job Materials Purchased,12/29/2020,Expense,$44.44
,51400 Job Materials Purchased,12/30/2020,Bill,"$1,890.97"
,51400 Job Materials Purchased,12/30/2020,Bill,$89.45
,51400 Job Materials Purchased,12/30/2020,Bill,$462.71
,51400 Job Materials Purchased,12/30/2020,Bill,$36.49
,51400 Job Materials Purchased,12/30/2020,Bill,$705.58
,51400 Job Materials Purchased,12/30/2020,Bill,"$1,423.70"
,51400 Job Materials Purchased,01/04/2021,Bill,$887.31
,51400 Job Materials Purchased,01/06/2021,Bill,$25.03
,51400 Job Materials Purchased,01/06/2021,Bill,$24.33
,51400 Job Materials Purchased,01/06/2021,Bill,"$1,261.31"
,51400 Job Materials Purchased,01/06/2021,Bill,"$1,670.03"
,51400 Job Materials Purchased,01/06/2021,Bill,$288.25
,51400 Job Materials Purchased,01/07/2021,Bill,$25.18
,51400 Job Materials Purchased,01/11/2021,Bill,$14.55
,51400 Job Materials Purchased,01/13/2021,Bill,$369.32
,51400 Job Materials Purchased,01/14/2021,Bill,$7.37
,51400 Job Materials Purchased,01/14/2021,Bill,$87.27
,51400 Job Materials Purchased,01/15/2021,Bill,"$31,395.91"
,51400 Job Materials Purchased,01/18/2021,Bill,$676.05
,51400 Job Materials Purchased,01/20/2021,Bill,$44.70
,51400 Job Materials Purchased,01/20/2021,Bill,$22.59
,51400 Job Materials Purchased,01/20/2021,Bill,$90.78
,51400 Job Materials Purchased,01/20/2021,Bill,$90.78
,51400 Job Materials Purchased,01/20/2021,Bill,$897.47
,51400 Job Materials Purchased,01/26/2021,Bill,"$1,070.94"
,51400 Job Materials Purchased,01/26/2021,Bill,$378.26
,51400 Job Materials Purchased,01/28/2021,Bill,"$1,060.05"
,51400 Job Materials Purchased,01/28/2021,Bill,$488.17
,51400 Job Materials Purchased,01/28/2021,Bill,$294.90
,51400 Job Materials Purchased,01/28/2021,Bill,$135.88
,51400 Job Materials Purchased,02/01/2021,Bill,$296.55
,51400 Job Materials Purchased,02/01/2021,Bill,$462.71
,51400 Job Materials Purchased,02/02/2021,Bill,$163.88
,51400 Job Materials Purchased,02/03/2021,Bill,$462.71
,51400 Job Materials Purchased,02/03/2021,Bill,"$1,842.38"
,51400 Job Materials Purchased,02/04/2021,Bill,$462.71
,51400 Job Materials Purchased,02/04/2021,Bill,"$2,740.11"
,51400 Job Materials Purchased,02/05/2021,Bill,$97.93
,51400 Job Materials Purchased,02/09/2021,Bill,$535.98
,51400 Job Materials Purchased,02/10/2021,Bill,$160.37
,51400 Job Materials Purchased,02/12/2021,Bill,$331.14
,51400 Job Materials Purchased,02/18/2021,Bill,"$2,647.76"
,51400 Job Materials Purchased,02/18/2021,Bill,$39.39
,51400 Job Materials Purchased,02/18/2021,Bill,$140.08
,51400 Job Materials Purchased,02/23/2021,Bill,$351.63
,51400 Job Materials Purchased,02/25/2021,Bill,$130.53
,51400 Job Materials Purchased,02/26/2021,Bill,$87.99
,51400 Job Materials Purchased,03/01/2021,Bill,$21.92
,51400 Job Materials Purchased,03/03/2021,Bill,$424.02
,51400 Job Materials Purchased,03/04/2021,Bill,$424.02
,51400 Job Materials Purchased,03/05/2021,Bill,$451.92
,51400 Job Materials Purchased,03/10/2021,Bill,$600.46
,51400 Job Materials Purchased,03/10/2021,Bill,"$1,097.83"
,51400 Job Materials Purchased,03/10/2021,Bill,$690.91
,51400 Job Materials Purchased,03/12/2021,Vendor Credit,"-$2,878.36"
,51400 Job Materials Purchased,03/22/2021,Bill,$79.78
,51400 Job Materials Purchased,03/23/2021,Bill,$28.52
,51400 Job Materials Purchased,03/23/2021,Bill,$4.99
,51400 Job Materials Purchased,03/24/2021,Bill,$860.90
,51400 Job Materials Purchased,03/31/2021,Bill,$928.14
,51400 Job Materials Purchased,04/01/2021,Bill,"$2,988.04"
,51400 Job Materials Purchased,04/01/2021,Bill,"$2,196.80"
,51400 Job Materials Purchased,04/05/2021,Bill,$64.57
,51400 Job Materials Purchased,04/07/2021,Bill,"$3,025.26"
,51400 Job Materials Purchased,04/07/2021,Bill,$100.00
,51400 Job Materials Purchased,04/12/2021,Bill,$523.57
,51400 Job Materials Purchased,04/12/2021,Bill,"$4,406.31"
,51400 Job Materials Purchased,04/13/2021,Bill,$186.50
,51400 Job Materials Purchased,04/13/2021,Bill,$0.18
,51400 Job Materials Purchased,04/14/2021,Bill,$11.75
,51400 Job Materials Purchased,04/14/2021,Bill,$263.24
,51400 Job Materials Purchased,04/14/2021,Bill,"$1,845.80"
,51400 Job Materials Purchased,04/14/2021,Bill,$317.74
,51400 Job Materials Purchased,04/14/2021,Bill,"$3,921.08"
,51400 Job Materials Purchased,04/15/2021,Bill,$221.18
,51400 Job Materials Purchased,04/15/2021,Bill,$110.43
,51400 Job Materials Purchased,04/15/2021,Bill,$185.53
,51400 Job Materials Purchased,04/20/2021,Bill,$452.32
,51400 Job Materials Purchased,04/20/2021,Vendor Credit,-$187.21
,51400 Job Materials Purchased,04/20/2021,Expense,$11.51
,51400 Job Materials Purchased,04/21/2021,Bill,$216.59
,51400 Job Materials Purchased,04/21/2021,Bill,$10.79
,51400 Job Materials Purchased,04/22/2021,Expense,$18.16
,51400 Job Materials Purchased,04/23/2021,Bill,$437.41
,51400 Job Materials Purchased,04/28/2021,Bill,"$2,115.39"
,51400 Job Materials Purchased,04/29/2021,Bill,$402.49
,51400 Job Materials Purchased,04/29/2021,Bill,"$1,006.22"
,51400 Job Materials Purchased,04/29/2021,Bill,$83.32
,51400 Job Materials Purchased,04/29/2021,Expense,$35.44
,51400 Job Materials Purchased,04/30/2021,Bill,$101.92
,51400 Job Materials Purchased,05/03/2021,Bill,$100.59
,51400 Job Materials Purchased,05/03/2021,Bill,"$3,638.15"
,51400 Job Materials Purchased,05/03/2021,Bill,$199.33
,51400 Job Materials Purchased,05/03/2021,Bill,"$35,957.26"
,51400 Job Materials Purchased,05/03/2021,Bill,$136.24
,51400 Job Materials Purchased,05/03/2021,Expense,$12.95
,51400 Job Materials Purchased,05/04/2021,Bill,$173.27
,51400 Job Materials Purchased,05/05/2021,Bill,"$1,853.85"
,51400 Job Materials Purchased,05/05/2021,Bill,$32.62
,51400 Job Materials Purchased,05/06/2021,Bill,$58.19
,51400 Job Materials Purchased,05/06/2021,Bill,$53.59
,51400 Job Materials Purchased,05/06/2021,Bill,"$2,561.15"
,51400 Job Materials Purchased,05/06/2021,Bill,"$4,024.66"
,51400 Job Materials Purchased,05/10/2021,Expense,$53.71
,51400 Job Materials Purchased,05/11/2021,Bill,$254.70
,51400 Job Materials Purchased,05/11/2021,Bill,"$1,099.83"
,51400 Job Materials Purchased,05/11/2021,Bill,"$1,886.42"
,51400 Job Materials Purchased,05/11/2021,Expense,$47.45
,51400 Job Materials Purchased,05/12/2021,Bill,$91.49
,51400 Job Materials Purchased,05/12/2021,Vendor Credit,-$493.87
,51400 Job Materials Purchased,05/12/2021,Vendor Credit,-$493.87
,51400 Job Materials Purchased,05/13/2021,Bill,$177.89
,51400 Job Materials Purchased,05/13/2021,Bill,$101.65
,51400 Job Materials Purchased,05/13/2021,Bill,$108.42
,51400 Job Materials Purchased,05/13/2021,Bill,$29.44
,51400 Job Materials Purchased,05/14/2021,Bill,"$3,798.12"
,51400 Job Materials Purchased,05/14/2021,Bill,"$2,585.06"
,51400 Job Materials Purchased,05/17/2021,Expense,$69.26
,51400 Job Materials Purchased,05/18/2021,Bill,$324.23
,51400 Job Materials Purchased,05/19/2021,Bill,$54.00
,51400 Job Materials Purchased,05/20/2021,Bill,"$2,824.80"
,51400 Job Materials Purchased,05/20/2021,Bill,$43.87
,51400 Job Materials Purchased,05/24/2021,Bill,$38.08
,51400 Job Materials Purchased,05/24/2021,Bill,$15.24
,51400 Job Materials Purchased,05/25/2021,Bill,$10.17
,51400 Job Materials Purchased,05/25/2021,Bill,$20.33
,51400 Job Materials Purchased,05/26/2021,Bill,$55.80
,51400 Job Materials Purchased,05/26/2021,Bill,"$4,305.11"
,51400 Job Materials Purchased,05/27/2021,Bill,$111.82
,51400 Job Materials Purchased,06/01/2021,Bill,$148.27
,51400 Job Materials Purchased,06/01/2021,Bill,$552.27
,51400 Job Materials Purchased,06/01/2021,Bill,"$3,987.03"
,51400 Job Materials Purchased,06/01/2021,Bill,$14.94
,51400 Job Materials Purchased,06/01/2021,Bill,"$1,479.34"
,51400 Job Materials Purchased,06/01/2021,Bill,"$1,205.58"
,51400 Job Materials Purchased,06/01/2021,Vendor Credit,-$696.40
,51400 Job Materials Purchased,06/01/2021,Vendor Credit,-$696.40
,51400 Job Materials Purchased,06/03/2021,Bill,"$1,866.50"
,51400 Job Materials Purchased,06/04/2021,Bill,$51.87
,51400 Job Materials Purchased,06/07/2021,Bill,$72.35
,51400 Job Materials Purchased,06/07/2021,Bill,$10.17
,51400 Job Materials Purchased,06/07/2021,Bill,"$1,396.67"
,51400 Job Materials Purchased,06/08/2021,Bill,$13.82
,51400 Job Materials Purchased,06/09/2021,Bill,"$4,802.01"
,51400 Job Materials Purchased,06/10/2021,Bill,$680.13
,51400 Job Materials Purchased,06/10/2021,Bill,$7.64
,51400 Job Materials Purchased,06/14/2021,Expense,$6.72
,51400 Job Materials Purchased,06/14/2021,Bill,$337.50
,51400 Job Materials Purchased,06/14/2021,Bill,"$2,821.01"
,51400 Job Materials Purchased,06/14/2021,Bill,$148.11
,51400 Job Materials Purchased,06/15/2021,Expense,$21.88
,51400 Job Materials Purchased,06/15/2021,Expense,$12.82
,51400 Job Materials Purchased,06/17/2021,Expense,$115.32
,51400 Job Materials Purchased,06/17/2021,Bill,$89.68
,51400 Job Materials Purchased,06/17/2021,Bill,$93.86
,51400 Job Materials Purchased,06/21/2021,Expense,$14.42
,51400 Job Materials Purchased,06/21/2021,Bill,"$5,645.89"
,51400 Job Materials Purchased,06/22/2021,Bill,$446.48
,51400 Job Materials Purchased,06/23/2021,Expense,$57.00
,51400 Job Materials Purchased,06/28/2021,Bill,"$1,940.41"
,51400 Job Materials Purchased,06/29/2021,Bill,"$3,169.85"
,51400 Job Materials Purchased,07/01/2021,Bill,$865.93
,51400 Job Materials Purchased,07/01/2021,Bill,$105.88
,51400 Job Materials Purchased,07/06/2021,Bill,$239.55
,51400 Job Materials Purchased,07/06/2021,Bill,$7.82
,51400 Job Materials Purchased,07/08/2021,Bill,$98.50
,51400 Job Materials Purchased,07/09/2021,Bill,$402.20
,51400 Job Materials Purchased,07/13/2021,Bill,$40.66
,51400 Job Materials Purchased,07/13/2021,Bill,$891.98
,51400 Job Materials Purchased,07/13/2021,Bill,$613.58
,51400 Job Materials Purchased,07/13/2021,Bill,$2.08
,51400 Job Materials Purchased,07/20/2021,Bill,$598.78
,51400 Job Materials Purchased,07/20/2021,Bill,$480.27
,51400 Job Materials Purchased,07/30/2021,Bill,$563.19
,51400 Job Materials Purchased,08/01/2021,Bill,$140.34
,51400 Job Materials Purchased,08/02/2021,Bill,$713.17
,51400 Job Materials Purchased,08/04/2021,Bill,$773.82
,51400 Job Materials Purchased,08/05/2021,Bill,$15.71
,51400 Job Materials Purchased,08/09/2021,Bill,$613.58
,51400 Job Materials Purchased,08/10/2021,Bill,$231.58
,51400 Job Materials Purchased,08/10/2021,Bill,$147.15
,51400 Job Materials Purchased,08/11/2021,Bill,$42.29
,51400 Job Materials Purchased,08/11/2021,Bill,$427.79
,51400 Job Materials Purchased,08/12/2021,Bill,$851.36
,51400 Job Materials Purchased,08/16/2021,Bill,$174.41
,51400 Job Materials Purchased,08/17/2021,Bill,$148.49
,51400 Job Materials Purchased,08/18/2021,Bill,"$2,542.41"
,51400 Job Materials Purchased,08/23/2021,Bill,$230.22
,51400 Job Materials Purchased,08/23/2021,Bill,$92.02
,51400 Job Materials Purchased,08/24/2021,Bill,$877.46
,51400 Job Materials Purchased,08/25/2021,Bill,$248.65
,51400 Job Materials Purchased,08/26/2021,Bill,$232.82
,51400 Job Materials Purchased,09/03/2021,Bill,$189.50
,51400 Job Materials Purchased,09/07/2021,Vendor Credit,-$60.11
,51400 Job Materials Purchased,09/10/2021,Bill,$287.21
,51400 Job Materials Purchased,09/16/2021,Bill,"$1,178.96"
,51400 Job Materials Purchased,09/16/2021,Bill,$70.62
,51400 Job Materials Purchased,09/16/2021,Bill,$157.89
,51400 Job Materials Purchased,09/20/2021,Bill,$263.47
,51400 Job Materials Purchased,09/21/2021,Bill,$330.94
,51400 Job Materials Purchased,09/27/2021,Bill,$381.44
,51400 Job Materials Purchased,10/01/2021,Bill,$139.92
,51400 Job Materials Purchased,10/20/2021,Bill,$427.06
,51400 Job Materials Purchased,11/08/2021,Bill,$440.59
Total for 51400 Job Materials Purchased,,,,"$305,245.48"
50800 Equipment Rental for Jobs,,,,
,50800 Equipment Rental for Jobs,12/20/2019,Bill,"$2,530.33"
,50800 Equipment Rental for Jobs,01/17/2020,Bill,"$2,228.60"
,50800 Equipment Rental for Jobs,01/17/2020,Bill,$543.20
,50800 Equipment Rental for Jobs,02/07/2020,Bill,$972.97
,50800 Equipment Rental for Jobs,03/12/2020,Bill,"$2,215.80"
,50800 Equipment Rental for Jobs,08/27/2020,Expense,"$1,741.73"
,50800 Equipment Rental for Jobs,08/28/2020,Expense,"$1,341.03"
,50800 Equipment Rental for Jobs,08/31/2020,Expense,$509.67
,50800 Equipment Rental for Jobs,09/28/2020,Expense,$447.01
