Natural Electric LLC,,,,
Transaction Report,,,,
All Dates,,,,

,Account,Date,Transaction type,Amount
,Fuel,10/01/2020,Expense,$27.00
,Fuel,10/02/2020,Expense,$20.00
,Fuel,10/05/2020,Expense,$15.96
,Fuel,10/05/2020,Expense,$27.00
,Fuel,10/05/2020,Expense,$40.94
,Fuel,10/06/2020,Expense,$25.00
,Fuel,10/06/2020,Expense,$5.98
,Fuel,10/06/2020,Expense,$26.00
,Fuel,10/07/2020,Expense,$5.98
,Fuel,10/07/2020,Expense,$26.00
,Fuel,10/07/2020,Expense,$40.60
,Fuel,10/08/2020,Expense,$26.00
,Fuel,10/12/2020,Expense,$5.98
,Fuel,10/12/2020,Expense,$27.00
,Fuel,10/13/2020,Expense,$23.30
,Fuel,10/13/2020,Expense,$36.00
,Fuel,10/14/2020,Expense,$2.99
,Fuel,10/14/2020,Expense,$22.00
,Fuel,10/14/2020,Expense,$11.62
,Fuel,10/14/2020,Expense,$11.57
,Fuel,10/14/2020,Expense,$25.47
,Fuel,10/15/2020,Expense,$5.98
,Fuel,10/15/2020,Expense,$17.00
,Fuel,10/16/2020,Expense,$33.15
,Fuel,10/17/2020,Expense,$20.00
,Fuel,10/19/2020,Expense,$2.99
,Fuel,10/19/2020,Expense,$23.00
,Fuel,10/20/2020,Expense,$2.99
,Fuel,10/20/2020,Expense,$25.00
,Fuel,10/20/2020,Expense,$33.83
,Fuel,10/21/2020,Expense,$30.02
,Fuel,10/21/2020,Expense,$30.00
,Fuel,10/22/2020,Expense,$2.99
,Fuel,10/22/2020,Expense,$20.00
,Fuel,10/22/2020,Expense,$7.00
,Fuel,10/26/2020,Expense,$2.99
,Fuel,10/26/2020,Expense,$24.00
,Fuel,10/26/2020,Expense,$31.75
,Fuel,10/27/2020,Expense,$2.99
,Fuel,10/27/2020,Expense,$22.00
,Fuel,10/28/2020,Expense,$24.50
,Fuel,10/28/2020,Expense,$5.98
,Fuel,10/28/2020,Expense,$34.24
,Fuel,10/29/2020,Expense,$5.98
,Fuel,10/29/2020,Expense,$5.98
,Fuel,10/29/2020,Expense,$27.00
,Fuel,10/29/2020,Expense,$31.28
,Fuel,11/02/2020,Expense,$2.99
,Fuel,11/02/2020,Expense,$28.21
,Fuel,11/03/2020,Expense,$2.99
,Fuel,11/04/2020,Expense,$21.20
,Fuel,11/04/2020,Expense,$3.84
,Fuel,11/04/2020,Expense,$5.00
,Fuel,11/04/2020,Expense,$31.91
,Fuel,11/05/2020,Expense,$2.99
,Fuel,11/05/2020,Expense,$23.00
,Fuel,11/06/2020,Expense,$2.99
,Fuel,11/06/2020,Expense,$22.00
,Fuel,11/09/2020,Expense,$2.99
,Fuel,11/09/2020,Expense,$24.00
,Fuel,11/10/2020,Expense,$2.99
,Fuel,11/10/2020,Expense,$22.00
,Fuel,11/10/2020,Expense,$29.89
,Fuel,11/11/2020,Expense,$2.99
,Fuel,11/11/2020,Expense,$23.00
,Fuel,11/11/2020,Expense,$24.32
,Fuel,11/12/2020,Expense,$25.00
,Fuel,11/12/2020,Expense,$30.45
,Fuel,11/16/2020,Expense,$2.99
,Fuel,11/16/2020,Expense,$23.00
,Fuel,11/16/2020,Expense,$23.91
,Fuel,11/18/2020,Expense,$2.99
,Fuel,11/18/2020,Expense,$24.00
,Fuel,11/18/2020,Expense,$32.55
,Fuel,11/19/2020,Expense,$11.06
,Fuel,11/19/2020,Expense,$2.99
,Fuel,11/19/2020,Expense,$23.00
,Fuel,11/19/2020,Expense,$37.45
,Fuel,11/23/2020,Expense,$10.00
,Fuel,11/23/2020,Expense,$14.05
,Fuel,11/23/2020,Expense,$2.99
,Fuel,11/23/2020,Expense,$23.00
,Fuel,11/24/2020,Expense,$25.34
,Fuel,11/24/2020,Expense,$2.99
,Fuel,11/24/2020,Expense,$8.00
,Fuel,11/24/2020,Expense,$29.68
,Fuel,11/25/2020,Expense,$20.00
,Fuel,11/25/2020,Expense,$14.75
,Fuel,11/25/2020,Expense,$24.00
,Fuel,11/25/2020,Expense,$29.57
,Fuel,11/30/2020,Expense,$2.99
,Fuel,11/30/2020,Expense,$26.00
,Fuel,12/01/2020,Expense,$27.00
,Fuel,12/01/2020,Expense,$18.49
,Fuel,12/02/2020,Expense,$25.26
,Fuel,12/02/2020,Expense,$5.00
,Fuel,12/03/2020,Expense,$25.00
,Fuel,12/07/2020,Expense,$2.99
,Fuel,12/07/2020,Expense,$25.00
,Fuel,12/08/2020,Expense,$40.26
,Fuel,12/09/2020,Expense,$16.94
,Fuel,12/09/2020,Expense,$24.00
,Fuel,12/09/2020,Expense,$30.19
,Fuel,12/10/2020,Expense,$25.00
,Fuel,12/14/2020,Expense,$2.99
,Fuel,12/14/2020,Expense,$26.00
,Fuel,12/14/2020,Expense,$39.92
,Fuel,12/15/2020,Expense,$2.99
,Fuel,12/15/2020,Expense,$35.71
,Fuel,12/15/2020,Expense,$28.00
,Fuel,12/16/2020,Expense,$2.99
,Fuel,12/16/2020,Expense,$27.00
,Fuel,12/17/2020,Expense,$2.99
,Fuel,12/17/2020,Expense,$27.00
,Fuel,12/17/2020,Expense,$36.05
,Fuel,12/21/2020,Expense,$2.99
,Fuel,12/21/2020,Expense,$23.00
,Fuel,12/21/2020,Expense,$26.54
,Fuel,12/22/2020,Expense,$23.73
,Fuel,12/22/2020,Expense,$32.05
,Fuel,12/22/2020,Expense,$4.00
,Fuel,12/23/2020,Expense,$32.00
,Fuel,12/28/2020,Expense,$2.99
,Fuel,12/28/2020,Expense,$25.00
,Fuel,12/28/2020,Expense,$52.55
,Fuel,12/29/2020,Expense,$26.00
,Fuel,12/29/2020,Expense,$31.55
,Fuel,12/30/2020,Expense,$2.99
,Fuel,12/30/2020,Expense,$22.00
,Fuel,01/04/2021,Expense,$35.50
,Fuel,01/04/2021,Expense,$2.99
,Fuel,04/12/2021,Expense,$46.76
,Fuel,04/13/2021,Expense,$34.71
,Fuel,04/14/2021,Expense,$35.11
,Fuel,04/17/2021,Expense,$30.00
,Fuel,04/19/2021,Expense,$48.62
,Fuel,04/20/2021,Expense,$44.67
,Fuel,04/23/2021,Expense,$45.63
,Fuel,04/26/2021,Expense,$45.04
,Fuel,04/28/2021,Expense,$47.37
,Fuel,04/28/2021,Expense,$30.00
,Fuel,04/29/2021,Expense,$47.23
,Fuel,05/04/2021,Expense,$48.85
,Fuel,05/05/2021,Expense,$49.72
,Fuel,05/06/2021,Expense,$20.93
,Fuel,05/10/2021,Expense,$50.02
,Fuel,05/11/2021,Expense,$47.27
,Fuel,05/12/2021,Expense,$14.00
,Fuel,05/15/2021,Expense,$30.00
,Fuel,05/17/2021,Expense,$53.45
,Fuel,05/18/2021,Expense,$54.70
,Fuel,05/20/2021,Expense,$52.46
,Fuel,05/31/2021,Expense,$30.00
,Fuel,06/01/2021,Expense,$49.17
,Fuel,06/03/2021,Expense,$45.49
,Fuel,06/06/2021,Expense,$34.06
,Fuel,06/07/2021,Expense,$35.00
,Fuel,06/07/2021,Expense,$15.03
,Fuel,06/08/2021,Expense,$39.60
,Fuel,06/08/2021,Expense,$2.99
,Fuel,06/09/2021,Expense,$48.06
,Fuel,06/09/2021,Expense,$33.40
,Fuel,06/10/2021,Expense,$2.99
,Fuel,06/10/2021,Expense,$2.99
,Fuel,06/15/2021,Expense,$4.99
,Fuel,06/16/2021,Expense,$52.71
,Fuel,06/16/2021,Expense,$7.98
,Fuel,06/17/2021,Expense,$9.31
,Fuel,06/17/2021,Expense,$32.01
,Fuel,06/21/2021,Expense,$7.98
,Fuel,06/22/2021,Expense,$9.98
,Fuel,06/22/2021,Expense,$41.21
,Fuel,06/23/2021,Expense,$7.98
,Fuel,06/24/2021,Expense,$52.63
,Fuel,06/24/2021,Expense,$2.99
,Fuel,06/24/2021,Expense,$38.00
,Fuel,06/28/2021,Expense,$2.99
,Fuel,06/28/2021,Expense,$31.69
,Fuel,06/29/2021,Expense,$54.59
,Fuel,06/30/2021,Expense,$2.99
,Fuel,07/01/2021,Expense,$26.19
,Fuel,09/21/2021,Expense,$51.56
,Fuel,09/27/2021,Expense,$50.44
,Fuel,09/27/2021,Expense,$34.79
,Fuel,09/28/2021,Expense,$51.39
Total for Fuel,,,,"$6,104.87"
Employee Expense,,,,
,Employee Expense,06/11/2020,Expense,$2.67
,Employee Expense,07/08/2020,Expense,$2.00
,Employee Expense,04/12/2021,Expense,$2.99
,Employee Expense,04/14/2021,Expense,$2.99
,Employee Expense,04/15/2021,Expense,$2.99
,Employee Expense,04/27/2021,Expense,$2.99
,Employee Expense,04/28/2021,Expense,$2.99
,Employee Expense,04/29/2021,Expense,$2.99
,Employee Expense,05/03/2021,Expense,$2.99
,Employee Expense,05/04/2021,Expense,$2.99
,Employee Expense,05/05/2021,Expense,$2.99
,Employee Expense,05/06/2021,Expense,$2.99
,Employee Expense,05/10/2021,Expense,$2.99
,Employee Expense,05/12/2021,Expense,$2.70
,Employee Expense,05/13/2021,Expense,$2.99
,Employee Expense,05/17/2021,Expense,$2.99
,Employee Expense,05/18/2021,Expense,$2.99
,Employee Expense,05/19/2021,Expense,$2.99
,Employee Expense,05/20/2021,Expense,$2.99
,Employee Expense,05/24/2021,Expense,$2.99
,Employee Expense,06/01/2021,Expense,$2.99
,Employee Expense,06/02/2021,Expense,$2.99
,Employee Expense,06/03/2021,Expense,$2.99
,Employee Expense,06/04/2021,Expense,$2.99
,Employee Expense,06/07/2021,Expense,$2.99
,Employee Expense,06/09/2021,Expense,$2.99
,Employee Expense,06/14/2021,Expense,$2.99
,Employee Expense,06/14/2021,Expense,$4.99
,Employee Expense,06/15/2021,Expense,$2.99
,Employee Expense,06/17/2021,Expense,$2.99
,Employee Expense,06/21/2021,Expense,$2.99
,Employee Expense,06/22/2021,Expense,$2.99
,Employee Expense,06/29/2021,Expense,$2.99
,Employee Expense,07/01/2021,Expense,$2.99
Total for Employee Expense,,,,$102.06
64900 Office Supplies,,,,
,64900 Office Supplies,10/07/2020,Expense,$10.70
,64900 Office Supplies,11/12/2020,Expense,$51.30
Total for 64900 Office Supplies,,,,$62.00
67200 Repairs and Maintenance,,,,
,67200 Repairs and Maintenance,10/09/2020,Expense,$71.99
,67200 Repairs and Maintenance,10/30/2020,Expense,$78.10
,67200 Repairs and Maintenance,12/11/2020,Expense,$51.35
,67200 Repairs and Maintenance,12/19/2020,Expense,$78.10
Total for 67200 Repairs and Maintenance,,,,$279.54
Legal Fees,,,,
,Legal Fees,08/01/2022,Expense,"$5,295.00"
Total for Legal Fees,,,,"$5,295.00"
66000 Payroll Expenses,,,,
Wages,,,,
,Wages,12/27/2019,Payroll Check,"$1,600.00"
,Wages,12/27/2019,Payroll Check,$938.00
,Wages,01/10/2020,Payroll Check,$620.20
,Wages,01/10/2020,Payroll Check,"$1,151.67"
,Wages,01/24/2020,Payroll Check,"$1,123.03"
,Wages,01/24/2020,Payroll Check,$442.75
,Wages,01/24/2020,Payroll Check,$96.00
,Wages,01/24/2020,Payroll Check,"$2,060.83"
,Wages,01/24/2020,Payroll Check,$565.82
,Wages,01/24/2020,Payroll Check,$419.75
,Wages,01/24/2020,Payroll Check,$408.00
,Wages,02/06/2020,Payroll Check,$10.85
,Wages,02/07/2020,Payroll Check,"$1,054.58"
,Wages,02/07/2020,Payroll Check,$710.32
,Wages,02/07/2020,Payroll Check,$539.46
,Wages,02/21/2020,Payroll Check,$22.92
,Wages,02/21/2020,Payroll Check,$16.15
,Wages,02/21/2020,Payroll Check,$13.30
,Wages,03/06/2020,Payroll Check,$445.42
,Wages,03/06/2020,Payroll Check,$304.97
,Wages,03/06/2020,Payroll Check,$387.88
,Wages,04/03/2020,Payroll Check,"$2,092.70"
,Wages,04/03/2020,Payroll Check,"$1,086.28"
,Wages,04/17/2020,Payroll Check,$13.33
,Wages,06/12/2020,Payroll Check,$252.92
,Wages,07/10/2020,Payroll Check,"$1,937.92"
,Wages,07/24/2020,Payroll Check,$509.86
,Wages,07/24/2020,Payroll Check,"$1,590.00"
,Wages,08/21/2020,Payroll Check,"$1,196.00"
,Wages,08/21/2020,Payroll Check,"$1,956.25"
,Wages,08/21/2020,Payroll Check,$88.80
,Wages,09/04/2020,Payroll Check,"$1,931.67"
,Wages,09/04/2020,Payroll Check,"$1,171.20"
,Wages,09/04/2020,Payroll Check,$442.20
,Wages,09/04/2020,Payroll Check,$346.72
,Wages,09/04/2020,Payroll Check,$551.10
,Wages,09/18/2020,Payroll Check,$443.73
,Wages,09/18/2020,Payroll Check,$857.50
,Wages,09/18/2020,Payroll Check,$863.40
,Wages,09/18/2020,Payroll Check,$487.68
,Wages,09/18/2020,Payroll Check,$600.60
,Wages,10/02/2020,Payroll Check,$615.30
,Wages,10/02/2020,Payroll Check,$534.30
,Wages,10/02/2020,Payroll Check,"$1,385.42"
,Wages,10/02/2020,Payroll Check,$145.50
,Wages,10/02/2020,Payroll Check,$969.60
,Wages,10/16/2020,Payroll Check,"$1,782.91"
,Wages,10/16/2020,Payroll Check,"$1,225.87"
,Wages,10/16/2020,Payroll Check,$445.90
,Wages,10/16/2020,Payroll Check,"$1,159.80"
,Wages,10/16/2020,Payroll Check,"$1,159.50"
,Wages,10/16/2020,Payroll Check,$465.45
,Wages,10/16/2020,Payroll Check,"$1,020.30"
,Wages,10/30/2020,Payroll Check,"$1,097.20"
,Wages,10/30/2020,Payroll Check,"$1,074.60"
,Wages,10/30/2020,Payroll Check,"$1,074.60"
,Wages,10/30/2020,Payroll Check,$977.07
,Wages,10/30/2020,Payroll Check,"$1,975.00"
,Wages,10/30/2020,Payroll Check,"$1,023.60"
,Wages,11/13/2020,Payroll Check,$456.00
,Wages,11/13/2020,Payroll Check,"$1,695.83"
,Wages,11/13/2020,Payroll Check,"$1,260.00"
,Wages,11/13/2020,Payroll Check,"$1,080.00"
,Wages,11/13/2020,Payroll Check,"$1,260.00"
,Wages,11/13/2020,Payroll Check,"$1,187.33"
,Wages,11/13/2020,Payroll Check,"$1,267.20"
,Wages,11/13/2020,Payroll Check,$616.00
,Wages,11/13/2020,Payroll Check,$494.00
,Wages,11/27/2020,Payroll Check,"$1,260.00"
,Wages,11/27/2020,Payroll Check,$250.00
,Wages,11/27/2020,Payroll Check,$960.00
,Wages,11/27/2020,Payroll Check,"$1,760.00"
,Wages,11/27/2020,Payroll Check,"$1,440.00"
,Wages,11/27/2020,Payroll Check,$520.00
,Wages,11/27/2020,Payroll Check,"$1,440.00"
,Wages,11/27/2020,Payroll Check,"$1,040.00"
,Wages,11/27/2020,Payroll Check,"$2,005.03"
,Wages,11/30/2020,Payroll Check,"$2,000.00"
,Wages,12/11/2020,Payroll Check,"$1,036.53"
,Wages,12/11/2020,Payroll Check,"$1,178.40"
,Wages,12/11/2020,Payroll Check,"$1,627.50"
,Wages,12/11/2020,Payroll Check,$839.80
,Wages,12/11/2020,Payroll Check,$786.90
,Wages,12/11/2020,Payroll Check,$798.60
,Wages,12/11/2020,Payroll Check,$773.60
,Wages,12/11/2020,Payroll Check,"$1,181.40"
,Wages,12/11/2020,Payroll Check,"$1,041.73"
,Wages,12/11/2020,Payroll Check,$13.00
,Wages,12/24/2020,Payroll Check,"$1,499.67"
,Wages,12/24/2020,Payroll Check,$948.60
,Wages,12/24/2020,Payroll Check,"$1,603.76"
,Wages,12/24/2020,Payroll Check,"$1,025.92"
,Wages,12/24/2020,Payroll Check,"$1,274.40"
,Wages,12/24/2020,Payroll Check,"$1,975.00"
,Wages,12/24/2020,Payroll Check,"$1,236.60"
,Wages,12/24/2020,Payroll Check,"$1,393.50"
,Wages,12/24/2020,Payroll Check,$480.00
,Wages,01/08/2021,Payroll Check,$234.20
,Wages,01/08/2021,Payroll Check,$39.30
,Wages,01/08/2021,Payroll Check,$755.30
,Wages,01/08/2021,Payroll Check,"$1,080.00"
,Wages,01/08/2021,Payroll Check,"$1,250.00"
,Wages,01/08/2021,Payroll Check,"$1,080.00"
,Wages,01/08/2021,Payroll Check,"$1,044.63"
,Wages,01/08/2021,Payroll Check,$934.93
,Wages,01/08/2021,Payroll Check,"$1,540.07"
,Wages,01/08/2021,Payroll Check,$369.23
,Wages,01/22/2021,Payroll Check,"$1,013.40"
,Wages,01/22/2021,Payroll Check,$882.00
,Wages,01/22/2021,Payroll Check,$878.40
,Wages,01/22/2021,Payroll Check,"$1,142.93"
,Wages,01/22/2021,Payroll Check,"$1,033.50"
,Wages,01/22/2021,Payroll Check,"$1,628.00"
,Wages,01/22/2021,Payroll Check,"$1,005.30"
,Wages,01/22/2021,Payroll Check,"$1,518.40"
,Wages,01/22/2021,Payroll Check,"$1,819.58"
,Wages,01/22/2021,Payroll Check,$240.00
,Wages,02/05/2021,Payroll Check,"$1,441.37"
,Wages,02/05/2021,Payroll Check,$546.00
,Wages,02/05/2021,Payroll Check,"$1,981.63"
,Wages,02/05/2021,Payroll Check,"$1,133.33"
,Wages,02/05/2021,Payroll Check,"$1,418.10"
,Wages,02/05/2021,Payroll Check,$892.45
,Wages,02/05/2021,Payroll Check,"$1,414.50"
,Wages,02/05/2021,Payroll Check,"$1,784.17"
,Wages,02/19/2021,Payroll Check,"$1,433.40"
,Wages,02/19/2021,Payroll Check,$738.00
,Wages,02/19/2021,Payroll Check,"$1,955.64"
,Wages,02/19/2021,Payroll Check,"$1,433.40"
,Wages,02/19/2021,Payroll Check,$99.60
,Wages,02/19/2021,Payroll Check,"$1,030.25"
,Wages,02/19/2021,Payroll Check,"$1,574.47"
,Wages,02/19/2021,Payroll Check,"$1,280.00"
,Wages,02/19/2021,Payroll Check,"$1,570.83"
,Wages,03/05/2021,Payroll Check,"$1,752.67"
,Wages,03/05/2021,Payroll Check,$817.92
,Wages,03/05/2021,Payroll Check,"$1,436.10"
,Wages,03/05/2021,Payroll Check,"$1,010.10"
,Wages,03/05/2021,Payroll Check,$179.70
,Wages,03/05/2021,Payroll Check,"$2,073.07"
,Wages,03/05/2021,Payroll Check,$226.40
,Wages,03/05/2021,Payroll Check,$157.33
,Wages,03/05/2021,Payroll Check,"$1,436.10"
,Wages,03/19/2021,Payroll Check,$625.60
,Wages,03/19/2021,Payroll Check,$440.73
,Wages,03/19/2021,Payroll Check,"$1,440.00"
,Wages,03/19/2021,Payroll Check,$992.08
,Wages,03/19/2021,Payroll Check,"$1,031.12"
,Wages,03/19/2021,Payroll Check,$900.00
,Wages,03/19/2021,Payroll Check,"$2,052.70"
,Wages,03/19/2021,Payroll Check,"$1,185.90"
,Wages,04/02/2021,Payroll Check,"$1,073.70"
,Wages,04/02/2021,Payroll Check,"$1,280.00"
,Wages,04/02/2021,Payroll Check,$908.27
,Wages,04/02/2021,Payroll Check,"$1,440.00"
,Wages,04/02/2021,Payroll Check,"$1,038.92"
,Wages,04/16/2021,Payroll Check,"$1,280.00"
,Wages,04/16/2021,Payroll Check,$816.40
,Wages,04/16/2021,Payroll Check,"$1,440.00"
,Wages,04/16/2021,Payroll Check,"$1,250.40"
,Wages,04/16/2021,Payroll Check,"$1,031.12"
,Wages,04/30/2021,Payroll Check,"$1,106.67"
,Wages,04/30/2021,Payroll Check,"$2,349.50"
,Wages,04/30/2021,Payroll Check,"$1,425.90"
,Wages,04/30/2021,Payroll Check,$985.62
,Wages,05/14/2021,Payroll Check,"$2,386.00"
,Wages,05/14/2021,Payroll Check,"$1,040.43"
,Wages,05/14/2021,Payroll Check,"$1,129.60"
,Wages,05/14/2021,Payroll Check,$540.00
,Wages,05/14/2021,Payroll Check,"$1,339.50"
,Wages,05/28/2021,Payroll Check,$630.67
,Wages,05/28/2021,Payroll Check,$990.00
,Wages,05/28/2021,Payroll Check,"$1,040.00"
,Wages,05/28/2021,Payroll Check,"$1,440.00"
,Wages,05/28/2021,Payroll Check,"$2,301.50"
,Wages,06/11/2021,Payroll Check,"$1,300.80"
,Wages,06/11/2021,Payroll Check,"$2,195.00"
,Wages,06/11/2021,Payroll Check,$955.73
,Wages,06/11/2021,Payroll Check,"$1,260.00"
,Wages,06/11/2021,Payroll Check,$986.70
,Wages,06/25/2021,Payroll Check,"$1,012.05"
,Wages,06/25/2021,Payroll Check,"$1,440.00"
,Wages,06/25/2021,Payroll Check,"$2,630.00"
,Wages,06/25/2021,Payroll Check,"$1,254.13"
,Wages,06/25/2021,Payroll Check,"$1,272.90"
,Wages,07/09/2021,Payroll Check,"$1,195.20"
,Wages,07/09/2021,Payroll Check,"$1,300.43"
,Wages,07/09/2021,Payroll Check,"$1,440.00"
,Wages,07/09/2021,Payroll Check,"$2,315.00"
,Wages,07/09/2021,Payroll Check,"$1,192.53"
,Wages,07/23/2021,Payroll Check,$0.30
,Wages,07/23/2021,Payroll Check,"$1,437.90"
,Wages,07/23/2021,Payroll Check,"$1,016.60"
,Wages,07/23/2021,Payroll Check,"$1,044.80"
,Wages,08/06/2021,Payroll Check,"$1,440.00"
,Wages,08/06/2021,Payroll Check,"$1,040.00"
,Wages,08/06/2021,Payroll Check,$760.80
,Wages,08/06/2021,Payroll Check,$15.00
,Wages,08/20/2021,Payroll Check,"$1,148.55"
,Wages,08/20/2021,Payroll Check,"$1,543.80"
,Wages,08/20/2021,Payroll Check,"$1,280.00"
,Wages,09/03/2021,Payroll Check,"$1,475.70"
,Wages,09/03/2021,Payroll Check,"$1,040.00"
,Wages,09/17/2021,Payroll Check,"$1,024.80"
,Wages,09/17/2021,Payroll Check,$729.08
,Wages,10/01/2021,Payroll Check,"$1,904.00"
,Wages,10/01/2021,Payroll Check,$354.00
,Wages,10/01/2021,Payroll Check,$699.18
,Wages,10/01/2021,Payroll Check,$739.80
,Wages,10/15/2021,Payroll Check,$126.53
,Wages,10/15/2021,Payroll Check,$552.50
,Wages,10/15/2021,Payroll Check,$65.98
,Wages,10/15/2021,Payroll Check,$176.40
Total for Wages,,,,"$222,794.20"
Taxes,,,,
,Taxes,12/27/2019,Payroll Check,$133.60
,Taxes,12/27/2019,Payroll Check,$78.33
,Taxes,01/10/2020,Payroll Check,$51.78
,Taxes,01/10/2020,Payroll Check,$96.16
,Taxes,01/24/2020,Payroll Check,$93.78
,Taxes,01/24/2020,Payroll Check,$36.98
,Taxes,01/24/2020,Payroll Check,$8.02
,Taxes,01/24/2020,Payroll Check,$172.09
,Taxes,01/24/2020,Payroll Check,$47.24
,Taxes,01/24/2020,Payroll Check,$35.05
,Taxes,01/24/2020,Payroll Check,$34.07
,Taxes,02/06/2020,Payroll Check,$0.91
,Taxes,02/07/2020,Payroll Check,$88.05
,Taxes,02/07/2020,Payroll Check,$59.31
,Taxes,02/07/2020,Payroll Check,$45.05
,Taxes,02/21/2020,Payroll Check,$1.91
,Taxes,02/21/2020,Payroll Check,$1.35
,Taxes,02/21/2020,Payroll Check,$1.11
,Taxes,03/06/2020,Payroll Check,$35.24
,Taxes,03/06/2020,Payroll Check,$25.47
,Taxes,03/06/2020,Payroll Check,$32.38
,Taxes,04/03/2020,Payroll Check,$174.73
,Taxes,04/03/2020,Payroll Check,$90.72
,Taxes,04/17/2020,Payroll Check,$1.14
,Taxes,06/12/2020,Payroll Check,$19.35
,Taxes,07/10/2020,Payroll Check,$148.26
,Taxes,07/24/2020,Payroll Check,$39.01
,Taxes,07/24/2020,Payroll Check,$121.63
,Taxes,08/21/2020,Payroll Check,$91.49
,Taxes,08/21/2020,Payroll Check,$149.65
,Taxes,08/21/2020,Payroll Check,$6.79
,Taxes,09/04/2020,Payroll Check,$147.78
,Taxes,09/04/2020,Payroll Check,$89.59
,Taxes,09/04/2020,Payroll Check,$33.83
,Taxes,09/04/2020,Payroll Check,$26.52
,Taxes,09/04/2020,Payroll Check,$42.16
,Taxes,09/18/2020,Payroll Check,$33.95
,Taxes,09/18/2020,Payroll Check,$65.59
,Taxes,09/18/2020,Payroll Check,$66.04
,Taxes,09/18/2020,Payroll Check,$37.31
,Taxes,09/18/2020,Payroll Check,$45.94
,Taxes,10/02/2020,Payroll Check,$47.06
,Taxes,10/02/2020,Payroll Check,$40.87
,Taxes,10/02/2020,Payroll Check,$105.99
,Taxes,10/02/2020,Payroll Check,$11.13
,Taxes,10/02/2020,Payroll Check,$74.18
,Taxes,10/16/2020,Payroll Check,$136.40
,Taxes,10/16/2020,Payroll Check,$93.78
,Taxes,10/16/2020,Payroll Check,$34.11
,Taxes,10/16/2020,Payroll Check,$88.73
,Taxes,10/16/2020,Payroll Check,$88.70
,Taxes,10/16/2020,Payroll Check,$35.61
,Taxes,10/16/2020,Payroll Check,$78.06
,Taxes,10/30/2020,Payroll Check,$83.93
,Taxes,10/30/2020,Payroll Check,$82.20
,Taxes,10/30/2020,Payroll Check,$82.21
